date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2009-12-28,6.977293014526367,6.977293014526367,6.977293014526367,6.977293014526367,6.977293014526367,0,0.0,0.0
2010-01-04,6.985730526621128,7.346407454114681,6.985730526621128,7.21985387802124,7.21985387802124,31806913,0.0,0.0
2010-01-11,7.306331149077139,7.375935730485067,6.973075117731999,7.019477367401123,7.019477367401123,32872772,0.0,0.0
2010-01-18,7.051114474961431,7.082753060684905,6.509045618144344,6.580759048461914,6.580759048461914,31113048,0.0,0.0
2010-01-25,6.517482929831779,6.652473142768455,6.251721438417492,6.327653408050537,6.327653408050537,46783819,0.0,0.0
2010-02-01,6.291798026170808,6.669348286176295,6.015490547954862,6.023927211761475,6.023927211761475,49986123,0.0,0.0
2010-02-08,6.116732876806871,6.365620692714142,5.891046590203263,6.091422080993652,6.091422080993652,45787586,0.0,0.0
2010-02-15,6.15891698498013,6.6946581707529536,6.146261386780516,6.498500823974609,6.498500823974609,33881911,0.0,0.0
2010-02-22,6.433115379886831,6.4752999039542045,6.047128473185679,6.236958026885986,6.236958026885986,39107813,0.0,0.0
2010-03-01,6.302344493166269,6.5913075951503135,6.1104056481796105,6.5870890617370605,6.5870890617370605,37046078,0.0,0.0
2010-03-08,6.627163720863745,6.903471197438018,6.513265742890279,6.821211814880371,6.821211814880371,34059347,0.0,0.0
2010-03-15,6.8212117617020445,6.869723684252637,6.6145084725114245,6.665129661560059,6.665129661560059,40363439,0.0,0.0
2010-03-22,6.639819520954066,7.049007606708762,6.509048203585531,6.994168281555176,6.994168281555176,35542264,0.0,0.0
2010-03-29,7.002605158699346,7.101737875092107,6.840195247439472,7.049007415771484,7.049007415771484,28206424,0.0,0.0
2010-04-05,7.032133059148637,7.171341419219971,6.819102388661763,7.171341419219971,7.171341419219971,29049986,0.0,0.0
2010-04-12,7.255710120382329,7.424447396637146,7.114392098354495,7.183996677398682,7.183996677398682,43528084,0.0,0.0
2010-04-19,7.093301012411565,7.276802770018886,6.838084999414158,6.9519829750061035,6.9519829750061035,40900393,0.0,0.0
2010-04-26,7.057443449481436,7.061661982162041,6.20321029442849,6.369838714599609,6.369838714599609,64222251,0.0,0.0
2010-05-03,6.158917792557429,6.369839629257321,4.855420777383862,5.33632230758667,5.33632230758667,119718353,0.55,0.0
2010-05-10,6.085275688111717,6.393917343765424,5.691265188237245,5.732855319976807,5.732855319976807,104646621,0.0,0.0
2010-05-17,5.691265589167374,5.907971421115389,5.439536617763645,5.6978325843811035,5.6978325843811035,69009150,0.0,0.0
2010-05-24,5.826979754680939,6.010851002414439,5.268797764656876,5.916726589202881,5.916726589202881,52525811,0.0,0.0
