date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2007-01-01,56.68537062544743,57.81413861832942,54.39255845330982,57.073387145996094,57.073387145996094,35048266,0.0,0.0
2007-02-01,57.849394136072924,62.92885098043128,56.65007958132922,59.06987762451172,59.06987762451172,39000893,0.0,0.0
2007-03-01,58.73125814728359,59.86708230901142,56.52310587472168,58.59016418457031,58.59016418457031,36410302,0.0,0.0
2007-04-01,58.51960753833647,62.082286351220155,58.103376611119465,60.65016174316406,60.65016174316406,28758983,0.0,0.0
2007-05-01,60.88296559430988,62.41385689428326,59.062824723409186,61.88474655151367,61.88474655151367,27309578,1.1,0.0
2007-06-01,62.46080381443939,62.553706935725394,58.83035767934925,61.13154602050781,61.13154602050781,32412486,0.0,0.0
2007-07-01,60.92431760202494,61.20303251908696,56.47201609845305,59.14482879638672,59.14482879638672,34246603,0.0,0.0
2007-08-01,57.95849359709564,60.31685622772791,55.071288028656944,58.59453582763672,58.59453582763672,41495830,0.0,0.0
2007-09-01,58.808917193137866,60.138174948106624,55.74304885199256,60.08100128173828,60.08100128173828,28255578,0.0,0.0
2007-10-01,59.859465891307245,63.86153023113165,59.53072545667546,63.51849365234375,63.51849365234375,32642190,0.0,0.0
2007-11-01,63.732908127608155,63.74719882295521,55.478643933256585,59.27346420288086,59.27346420288086,42434170,0.35,0.0
2007-12-01,59.60654722392895,61.659470629057544,57.60386996606913,59.34813690185547,59.34813690185547,24968275,0.0,0.0
2008-01-01,59.56348171640837,60.24539450946852,44.46803553264144,49.191192626953125,49.191192626953125,65406593,0.0,0.0
2008-02-01,49.643415912057144,52.62948303625128,47.73405123401509,48.97585678100586,48.97585678100586,42778631,0.0,0.0
2008-03-01,47.73403137964559,50.89955398402877,45.594972858435995,50.60525131225586,50.60525131225586,42809453,0.0,0.0
2008-04-01,50.30380001304168,53.117595657874745,46.92293748712305,52.70126724243164,52.70126724243164,37166107,0.0,0.0
2008-05-01,53.54828705866298,55.52225210455245,51.73224009267204,53.986148834228516,53.986148834228516,25581598,1.25,0.0
2008-06-01,54.972319133203705,54.97961725706356,47.28174436879113,48.58053207397461,48.58053207397461,29784424,0.0,0.0
2008-07-01,48.47108193322361,52.462303913134946,43.40726678184145,51.769126892089844,51.769126892089844,43983159,0.0,0.0
2008-08-01,51.43348667552554,54.46886047903665,50.01795680833741,53.06062316894531,53.06062316894531,24161942,0.0,0.0
2008-09-01,52.74687891869866,55.09637417883786,43.8815496721765,45.056297302246094,45.056297302246094,48752707,0.0,0.0
2008-10-01,45.49408161580361,45.7932406691655,31.81667131643891,37.84363555908203,37.84363555908203,75659930,0.0,0.0
2008-11-01,38.102653809732836,41.524740938500784,27.79990459738328,32.528079986572266,32.528079986572266,49962677,0.6699999999999999,0.0
2008-12-01,33.23154368880983,36.693779684905905,30.10961506279091,35.33995819091797,35.33995819091797,32204678,0.0,0.0
2009-01-01,35.35844981393027,36.912018772670564,28.911148371368217,31.666879653930664,31.666879653930664,37976270,0.0,0.0
2009-02-01,31.07134904353067,37.444675809298396,30.523900223424945,33.57185363769531,33.57185363769531,33783005,0.0,0.0
2009-03-01,32.61382897456769,37.28193172814773,31.62620432386126,34.98487091064453,34.98487091064453,37876021,0.0,0.0
2009-04-01,34.93308172945254,42.933954689301146,34.16369511273019,42.456787109375,42.456787109375,36595934,0.0,0.0
2009-05-01,42.4567869235053,45.57871922094041,41.50245176783094,43.30015182495117,43.30015182495117,22024374,1.25,0.0
2009-06-01,45.1556358462308,46.67743844325523,40.669524739646,41.08490753173828,41.08490753173828,27173864,0.0,0.0
2009-07-01,41.03205687060254,48.848764245680165,39.83878017628012,47.79898452758789,47.79898452758789,23371967,0.0,0.0
2009-08-01,47.882047822923454,52.42857400935399,46.64345618301355,50.36677932739258,50.36677932739258,24045057,0.0,0.0
2009-09-01,50.63866043556744,52.843951845256996,48.418261054001604,51.9074592590332,51.9074592590332,23894503,0.0,0.0
2009-10-01,52.156686920172184,57.31495914374531,49.39252135463741,53.35751724243164,53.35751724243164,27861020,0.0,0.0
2009-11-01,52.95723691601438,58.00222186900607,51.4543106718936,52.38325500488281,52.38325500488281,23651736,0.35,0.0
2009-12-01,53.16839172507195,60.166424695936286,53.16839172507195,59.490909576416016,59.490909576416016,24534667,0.0,0.0
2010-01-01,59.49092071409384,62.46623026142422,58.139890222118204,60.0146369934082,60.0146369934082,24245538,0.0,0.0
2010-02-01,59.22526470868175,62.42068075509794,56.310683097124915,60.41690444946289,60.41690444946289,24407737,0.0,0.0
2010-03-01,60.7205078810481,66.78496698425529,60.58388650668538,65.68441009521484,65.68441009521484,23427153,0.0,0.0
2010-04-01,66.1094603018071,70.10183582998656,63.84762433509543,65.91211700439453,65.91211700439453,28990955,0.0,0.0
